time,dislocation_denisty,dt,rec_grn_area
1.1818815689988e-05,58828.673410681,1.9781359483314e-06,982.58482748233
1.4192578827986e-05,58828.672434368,2.3737631379977e-06,982.57967494159
1.7041094593583e-05,58828.671262745,2.8485157655972e-06,982.5734920607
2.04593135123e-05,58828.669856728,3.4182189187167e-06,982.56607284552
2.456117621476e-05,58828.668169406,4.10186270246e-06,982.55717013564
2.9483411457712e-05,58828.666144475,4.922235242952e-06,982.54648738538
3.5390093749255e-05,58828.66371435,5.9066822915424e-06,982.53366880738
4.2478112499105e-05,58828.660797899,7.0880187498509e-06,982.5182875539
5.0983734998927e-05,58828.657297725,8.5056224998211e-06,982.4998315475
6.1190481998712e-05,58828.653096893,1.0206746999785e-05,982.47768649663
7.3438578398454e-05,58828.648054998,1.2248096399742e-05,982.45111554141
8.8136294078145e-05,58828.642003431,1.4697715679691e-05,982.41923486756
0.00010577355289377,58828.63473969,1.7637258815629e-05,982.38098449924
0.00012693826347253,58828.62602052,2.1164710578755e-05,982.33509333136
0.00015233591616703,58828.615553654,2.5397652694506e-05,982.28003728477
0.00018281309940044,58828.602987852,3.0477183233407e-05,982.21398926006
0.00021938571928053,58828.587900876,3.6572619880088e-05,982.13475932371
0.00026327286313664,58828.569784958,4.3887143856106e-05,982.0397232791
0.00031593743576396,58828.548029219,5.2664572627327e-05,981.92573745245
0.00037913492291676,58828.521898356,6.3197487152793e-05,981.78903715717
0.00045497190750011,58828.490506762,7.5836984583351e-05,981.62511588945
0.00054597628900013,58828.452787031,9.1004381500021e-05,981.42858185884
0.00065518154680015,58828.40745152,0.00010920525780003,981.19298797895
0.00078622785616018,58828.352945299,0.00013104630936003,980.91063095892
0.00094348342739222,58828.287388354,0.00015725557123204,980.57231468193
0.0011321901128707,58828.208504272,0.00018870668547844,980.16707269636
0.0013586381354448,58828.113531836,0.00022644802257413,979.68184447782
0.0016303757625338,58827.999114801,0.00027173762708896,979.10110030232
0.0019564609150405,58827.861163605,0.00032608515250675,978.40641034176
0.0023477630980486,58827.694680569,0.0003913021830081,977.57595531539
0.0028173257176583,58827.49353716,0.00046956261960972,976.58397924959
0.00338080086119,58827.25018755,0.00056347514353167,975.40019042613
0.004056971033428,58826.95529647,0.000676170172238,973.98912564323
0.0048683752401136,58826.597250292,0.0008114042066856,972.30950726326
0.0058420602881363,58826.161506774,0.00097368504802272,970.31364482336
0.0070104823457636,58825.62971862,0.0011684220576273,967.94696716117
0.0084125888149163,58824.978535003,0.0014021064691527,965.14782288034
0.0100951165779,58824.177936987,0.0016825277629833,961.84776523241
0.012114149893479,58823.188886339,0.0020190333155799,957.97265517791
0.014536989872175,58821.959943707,0.0024228399786959,953.44509333412
0.01744439784661,58820.422307862,0.0029074079744351,948.18895827939
0.020933287415933,58818.482382119,0.0034888895693221,942.13723327486
0.025119954899119,58816.010373553,0.0041866674831865,935.24492319601
0.030143955878943,58812.822357628,0.0050240009798238,927.50982632146
0.036172757054731,58808.651262718,0.0060288011757886,919.0054521929
0.043407318465678,58803.098454164,0.0072345614109463,909.93285848333
0.052088792158813,58795.550114208,0.0086814736931355,900.70234826196
0.062506560590576,58785.02713125,0.010417768431763,892.06324271062
0.075007882708691,58769.903604413,0.012501322118115,885.3132091264
0.090009469250429,58747.3520434,0.015001586541738,882.64402811826
0.10801137310052,58712.185448989,0.018001903850086,887.73200739167
0.12961365772062,58654.27354103,0.021602284620103,906.79121571958
0.15553639926474,58552.299690562,0.025922741544124,950.55973567453
0.18664368911769,58357.12527132,0.031107289852948,1038.3166723748
0.22397243694123,57941.457848909,0.037328747823538,1206.7740866102
0.26876693432947,56917.564584948,0.044794497388246,1532.3506066943
0.32252033119537,53767.216711945,0.053753396865895,2195.8386855117
0.38702440743444,41101.551145273,0.064504076239074,3554.1990018605
0.46442929892133,15572.315412686,0.077404891486888,4930.2627010611
0.54183419040822,3610.4377582781,0.077404891486888,5501.4135332982
0.63472006019248,724.40153309414,0.092885869784266,5659.9475785457
0.7461831039336,234.56573226823,0.11146304374112,5622.234790735
0.87993875642295,114.72601469308,0.13375565248934,5531.7723633125
1.0404455394102,81.713725579461,0.16050678298721,5460.3564391774
1.2330536789948,68.742639881472,0.19260813958465,5431.1067753311
1.4641834464964,59.973154192973,0.23112976750158,5440.2295714626
1.7415391674983,54.030596448392,0.2773557210019,5473.2893592016
2.0743660327006,49.849851532857,0.33282686520228,5516.3940374544
2.4737582709433,46.093039126664,0.39939223824274,5561.6831210297
2.9530289568346,41.48470029262,0.47927068589129,5604.4496778593
3.5281537799041,35.582016523256,0.57512482306954,5645.0912402231
4.1032786029737,30.190486848576,0.57512482306954,5684.2993687914
4.6784034260432,25.885491817879,0.57512482306954,5726.435184621
5.2535282491128,22.684819196214,0.57512482306954,5769.466017146
5.8286530721823,20.356216418383,0.57512482306954,5811.2170344043
6.4037778952519,18.640264891088,0.57512482306954,5850.5982954049
6.9789027183214,17.344099498336,0.57512482306954,5886.5430933989
7.6690525060049,16.154431176131,0.69014978768345,5924.8912859757
8.3592022936883,15.229460261241,0.69014978768345,5958.6027030508
9.0493520813718,14.466425953431,0.69014978768345,5988.9068011365
9.7395018690552,13.802819578526,0.69014978768345,6016.9535217889
10.429651656739,13.219244785924,0.69014978768345,6043.2533665089
11.119801444422,12.714300956516,0.69014978768345,6068.2444408849
11.809951232106,12.273034125506,0.69014978768345,6091.808421461
12.500101019789,11.894794839028,0.69014978768345,6113.4439802241
13.328280765009,11.501226405259,0.82817974522014,6136.6608309325
14.156460510229,11.15920005268,0.82817974522014,6156.4950716245
14.984640255449,10.86772184612,0.82817974522014,6172.5895951419
15.81282000067,10.616295356362,0.82817974522014,6186.3695326487
16.64099974589,10.393726674068,0.82817974522014,6200.0919628526
17.46917949111,10.197043016906,0.82817974522014,6214.1810524974
18.29735923633,9.9931890956662,0.82817974522014,6228.1974070648
19.12553898155,9.7812298510665,0.82817974522014,6242.5543499882
19.95371872677,9.5871327750439,0.82817974522014,6257.3287367007
20.78189847199,9.4228928240706,0.82817974522014,6271.4127811311
21.775714166255,9.258161487306,0.99381569426417,6287.7986694687
22.769529860519,9.1194175716865,0.99381569426417,6304.5693526728
23.962108693636,8.9918770998275,1.192578833117,6324.9645442049
25.154687526753,8.8881948224933,1.192578833117,6344.920706143
26.34726635987,8.7881413042609,1.192578833117,6363.0564280846
27.539845192987,8.6682540532996,1.192578833117,6380.3126987604
28.732424026104,8.5447673361991,1.192578833117,6396.2382840001
29.925002859221,8.4513024260345,1.192578833117,6411.3742894521
31.117581692338,8.3662807231393,1.192578833117,6425.2812525848
32.310160525455,8.2727490103197,1.192578833117,6436.6690784981
33.502739358572,8.1847589846603,1.192578833117,6445.2489630334
34.695318191689,8.086218779581,1.192578833117,6453.5084570538
35.887897024806,7.9775448390509,1.192578833117,6461.5470546266
37.080475857923,7.895745259616,1.192578833117,6469.155805479
38.511570457663,7.8257860928947,1.4310945997404,6477.6761232161
40.228883977352,7.7637519012859,1.7173135196885,6487.0935909149
42.289660200978,7.706086970891,2.0607762236262,6497.4457308611
44.350436424604,7.6597298104168,2.0607762236262,6506.9952609979
46.41121264823,7.6211710639049,2.0607762236262,6515.9944456986
48.471988871856,7.5884258918898,2.0607762236262,6524.762496488
50.017571039576,7.5669812009945,1.5455821677196,6530.1268923626
51.563153207296,7.5477388399758,1.5455821677196,6534.8648749786
