time,average_ci,average_cv,bottom_jix,bottom_jvx,left_jix,left_jvx,right_jix,right_jvx,top_jiy,top_jvy
59.195923227443,3.6219299986977e-11,1.0216654390801e-10,-8.2586546206242e-12,-5.3514457126266e-14,-6.2206257975366e-12,-5.3247624127283e-14,6.220625795383e-12,5.3247624127285e-14,8.258640745868e-12,5.3580894392595e-14
72.035107872932,4.1374385481076e-11,1.1615056187902e-10,-9.0565719619444e-12,-6.3905236103359e-14,-6.6079325097763e-12,-6.3554136431537e-14,6.607932504381e-12,6.355413643154e-14,9.0565620577841e-12,6.3964774189528e-14
87.442129447518,4.6736085706719e-11,1.329167465977e-10,-9.8837163278114e-12,-7.5667846589475e-14,-6.9761472214312e-12,-7.5214622030539e-14,6.9761472112004e-12,7.5214622030542e-14,9.883722968816e-12,7.5720521787297e-14
105.93055533702,5.2163069744277e-11,1.5301675883037e-10,-1.0720408058898e-11,-8.892300682703e-14,-7.3173336751439e-12,-8.8346016081076e-14,7.3173336604046e-12,8.834601608108e-14,1.0720406306358e-11,8.8969040238572e-14
128.11666640443,5.7478520657528e-11,1.7711100832076e-10,-1.1540175327949e-11,-1.0380478798613e-13,-7.6236456434499e-12,-1.0307774844275e-13,7.6236456262548e-12,1.0307774844275e-13,1.1540174840418e-11,1.0384459453937e-13
154.73999968531,6.2482615199106e-11,2.0599008844514e-10,-1.231223945274e-11,-1.2046770114994e-13,-7.8882196593078e-12,-1.1955853439808e-13,7.8882196414767e-12,1.1955853439808e-13,1.2312239560284e-11,1.205018634516e-13
186.68799962237,6.6973956812361e-11,2.4060013953087e-10,-1.3005340234469e-11,-1.3909284737585e-13,-8.1062019840129e-12,-1.3796222723108e-13,8.1062019689757e-12,1.3796222723109e-13,1.3005340406054e-11,1.3912205676778e-13
225.02559954685,7.0778495578306e-11,2.8207308183956e-10,-1.3592482298953e-11,-1.5989008167274e-13,-8.275681197154e-12,-1.5848973286658e-13,8.2756811918043e-12,1.5848973286658e-13,1.3592482380926e-11,1.59915057292e-13
271.03071945622,7.3781029116065e-11,3.3176258719256e-10,-1.4055843475344e-11,-1.8309382439029e-13,-8.3982869954993e-12,-1.813664665143e-13,8.3982870035772e-12,1.8136646651431e-13,1.4055843690492e-11,1.8311523051903e-13
326.23686334746,7.5954521192624e-11,3.9128695638802e-10,-1.4389182474997e-11,-2.0902595724787e-13,-8.4780924540721e-12,-2.068909875449e-13,8.4780924789598e-12,2.0689098754491e-13,1.4389182531961e-11,2.0904435700311e-13
392.48423601695,7.7355706552189e-11,4.6257925895863e-10,-1.4607124488952e-11,-2.3753905165636e-13,-8.5269330661951e-12,-2.3492016143358e-13,8.5269331034589e-12,2.3492016143359e-13,1.4607124463382e-11,2.3755480471624e-13
471.98108322034,7.8131257466629e-11,5.4795107957664e-10,-1.4726504311812e-11,-2.6888849331331e-13,-8.5500345470439e-12,-2.6569350490848e-13,8.550034580931e-12,2.6569350490849e-13,1.4726504280061e-11,2.6890188382622e-13
567.37729986441,7.8470423430933e-11,6.5016314409249e-10,-1.4778785629544e-11,-3.034887870484e-13,-8.5585406082783e-12,-2.9959934598076e-13,8.5585406678528e-12,2.9959934598077e-13,1.4778785661423e-11,3.0350010612138e-13
681.8527598373,7.8559707482532e-11,7.7250976456041e-10,-1.4792555249651e-11,-3.4173648950559e-13,-8.5597452882533e-12,-3.3700533928491e-13,8.5597454012078e-12,3.3700533928491e-13,1.4792555225162e-11,3.4174605345688e-13
819.22331180476,7.854335518248e-11,9.1891987318229e-10,-1.4790023434175e-11,-3.8397716576803e-13,-8.5584629781011e-12,-3.7822664391207e-13,8.5584630501246e-12,3.7822664391206e-13,1.4790023525149e-11,3.8398529368869e-13
984.06797416571,7.8505770957402e-11,1.0940769120666e-09,-1.4784213510782e-11,-4.3055203590052e-13,-8.5570472140068e-12,-4.2356985455045e-13,8.5570471705001e-12,4.2356985455045e-13,1.4784213613236e-11,4.3055901800828e-13
1181.8815689988,7.8479038410117e-11,1.3035601730343e-09,-1.4780076516055e-11,-4.8184056454095e-13,-8.5561366296292e-12,-4.7337264291899e-13,8.5561364618179e-12,4.73372642919e-13,1.4780076586087e-11,4.8184664032691e-13
1419.2578827986,7.8464899281888e-11,1.5540110169325e-09,-1.4777881361773e-11,-5.3827029362146e-13,-8.5555831363788e-12,-5.280111367891e-13,8.5555830628051e-12,5.2801113678912e-13,1.4777881281875e-11,5.3827564464653e-13
1704.1094593583,7.8456313136552e-11,1.8533286727228e-09,-1.4776428823679e-11,-6.002558950941e-13,-8.5550813620761e-12,-5.8784092151971e-13,8.5550813726239e-12,5.8784092151974e-13,1.4776428784533e-11,6.0026064804229e-13
2045.93135123,7.8446674784943e-11,2.2109013297552e-09,-1.4774967696521e-11,-6.6816761791745e-13,-8.5545582419945e-12,-6.5316933301974e-13,8.5545582947363e-12,6.5316933301977e-13,1.4774967691266e-11,6.6817185377171e-13
2456.117621476,7.8434368268187e-11,2.6378748456466e-09,-1.4773038360524e-11,-7.4256815578167e-13,-8.5538513471029e-12,-7.2447431957833e-13,8.553851434438e-12,7.2447431957833e-13,1.4773038379407e-11,7.4257192701587e-13
2948.3411457712,7.8419127960297e-11,3.1474613034161e-09,-1.4770661480167e-11,-8.2426305196453e-13,-8.5530013289262e-12,-8.0244364168748e-13,8.5530013619516e-12,8.0244364168744e-13,1.4770661416723e-11,8.2426639819733e-13
3539.0093749255,7.8404862777276e-11,3.7552988870441e-09,-1.4767634190697e-11,-9.139996088072e-13,-8.5519311190995e-12,-8.8769208725961e-13,8.5519311026749e-12,8.8769208725955e-13,1.4767634379691e-11,9.1400256191582e-13
4247.8112499105,7.838319040699e-11,4.4798740365617e-09,-1.476441568633e-11,-1.0123923456048e-12,-8.5508486996051e-12,-9.8069313779489e-13,8.5508486694606e-12,9.8069313779485e-13,1.4764415550453e-11,1.0123949324598e-12
5098.3734998927,7.8356793943316e-11,5.3430059752972e-09,-1.4760281598102e-11,-1.1201487879022e-12,-8.5493648712107e-12,-1.0819835101805e-12,8.5493648258916e-12,1.0819835101805e-12,1.4760281436106e-11,1.120151036263e-12
6119.0481998712,7.832518934402e-11,6.3703935749928e-09,-1.4755380735925e-11,-1.2381863867974e-12,-8.5476250266741e-12,-1.1922601296363e-12,8.5476246140437e-12,1.1922601296371e-12,1.4755380724457e-11,1.238188330108e-12
7343.8578398454,7.8291478920367e-11,7.5922345451461e-09,-1.47494406604e-11,-1.3674952209497e-12,-8.545568871816e-12,-1.3122504794792e-12,8.5455685191804e-12,1.3122504794815e-12,1.4749440519284e-11,1.3674968978874e-12
8813.6294078145,7.8246485679319e-11,9.0439250915207e-09,-1.4742550057842e-11,-1.5090754277887e-12,-8.5431536548799e-12,-1.4426521698764e-12,8.5431535500592e-12,1.4426521698803e-12,1.4742550049274e-11,1.5090768788693e-12
10577.355289377,7.819278541443e-11,1.0766833647817e-08,-1.4734179042748e-11,-1.6640350693749e-12,-8.5401936499013e-12,-1.584207317283e-12,8.540193764505e-12,1.5842073172873e-12,1.4734178979717e-11,1.6640363335457e-12
12693.826347253,7.8131715765189e-11,1.2809140771191e-08,-1.4724188387793e-11,-1.8336208005853e-12,-8.5367407154633e-12,-1.7377164820246e-12,8.5367407804283e-12,1.7377164820287e-12,1.4724188305588e-11,1.8336219127589e-12
15233.591616703,7.8055149830007e-11,1.5226736843127e-08,-1.4712391836608e-11,-2.019181241958e-12,-8.5326049796373e-12,-1.9039961574424e-12,8.5326050555287e-12,1.9039961574454e-12,1.4712391854772e-11,2.0191822321303e-12
18281.309940044,7.796307907056e-11,1.8084154743129e-08,-1.469831073828e-11,-2.2221584991691e-12,-8.5276665690109e-12,-2.0838567987025e-12,8.527665551755e-12,2.0838567987194e-12,1.4698310512718e-11,2.2221593908043e-12
21938.571928053,7.7857947663678e-11,2.1455498841874e-08,-1.4681561909095e-11,-2.4440971752368e-12,-8.5219072162905e-12,-2.2780933865636e-12,8.5219066518092e-12,2.2780933866048e-12,1.4681562029327e-11,2.4440979858674e-12
26327.286313664,7.7727856139429e-11,2.5425313054397e-08,-1.4661825872601e-11,-2.6866618730958e-12,-8.5150378144674e-12,-2.4874778498204e-12,8.5150371802087e-12,2.4874778498996e-12,1.4661825935227e-11,2.6866626151909e-12
31593.743576396,7.7577364644103e-11,3.0089287848237e-08,-1.46384281943e-11,-2.9516612873029e-12,-8.5070262308454e-12,-2.712748915131e-12,8.5070262254092e-12,2.7127489152398e-12,1.4638428479296e-11,2.9516619691819e-12
37913.492291676,7.7398774632209e-11,3.5554690926399e-08,-1.4610921881212e-11,-3.2410340411008e-12,-8.4976505408804e-12,-2.9545709221338e-12,8.4976508329444e-12,2.9545709222441e-12,1.4610921654062e-11,3.241034667579e-12
45497.190750011,7.7184214812185e-11,4.1940346694616e-08,-1.4578678660473e-11,-3.5568271644036e-12,-8.4866228414439e-12,-3.2134836699658e-12,8.486622826087e-12,3.2134836700728e-12,1.4578678941953e-11,3.556827737381e-12
54597.628900013,7.6935574829652e-11,4.9375906236972e-08,-1.4540967459759e-11,-3.9012028187026e-12,-8.4739152494643e-12,-3.4898637477617e-12,8.4739154988565e-12,3.4898637478314e-12,1.4540967333198e-11,3.9012033402192e-12
65518.154680015,7.6645048099919e-11,5.8000097288453e-08,-1.449715507456e-11,-4.2764320714857e-12,-8.4592763180079e-12,-3.7838693197631e-12,8.4592760664848e-12,3.7838693198409e-12,1.4497155680583e-11,4.2764325393357e-12
78622.785616018,7.6306242449334e-11,6.7957517919378e-08,-1.444654737496e-11,-4.6848676157949e-12,-8.4425037337613e-12,-4.0953608999874e-12,8.4425035421691e-12,4.0953609001277e-12,1.444654728298e-11,4.6848680292149e-12
94348.342739222,7.5916054220895e-11,7.9393417384811e-08,-1.4388478585052e-11,-5.128908520388e-12,-8.4234961530606e-12,-4.4238073148215e-12,8.4234958822209e-12,4.4238073151143e-12,1.4388478461266e-11,5.1289088802229e-12
113219.01128707,7.5469581849284e-11,9.2445696945945e-08,-1.4322409856803e-11,-5.6109490697801e-12,-8.4021588560464e-12,-4.7681757944627e-12,8.4021592148701e-12,4.7681757946975e-12,1.4322409540776e-11,5.6109493760289e-12
135863.81354448,7.496889999567e-11,1.0723255588992e-07,-1.4247901117089e-11,-6.1332950791521e-12,-8.3785811943334e-12,-5.1268039134525e-12,8.3785812128507e-12,5.1268039135904e-12,1.424790105095e-11,6.1332953322405e-12
163037.57625338,7.4400611163596e-11,1.2384051599478e-07,-1.4164977847686e-11,-6.6979811960349e-12,-8.3525965555057e-12,-5.4972575982372e-12,8.3525966884091e-12,5.4972575981633e-12,1.4164977965157e-11,6.6979813975989e-12
195646.09150405,7.3773587614407e-11,1.422984672626e-07,-1.4073770212402e-11,-7.3064091909699e-12,-8.324615989308e-12,-5.8761764283795e-12,8.3246160408654e-12,5.8761764280548e-12,1.4073770630246e-11,7.3064093440613e-12
234776.30980486,7.3094906694246e-11,1.6255435070803e-07,-1.3974955939357e-11,-7.9586458095807e-12,-8.2950398305133e-12,-6.2591176581098e-12,8.295039805334e-12,6.2591176576313e-12,1.3974956402243e-11,7.9586459263092e-12
281732.57176583,7.2367716206732e-11,1.8444070445797e-07,-1.386990549709e-11,-8.6522643801198e-12,-8.2643268019445e-12,-6.6404467265654e-12,8.2643267331745e-12,6.6404467261726e-12,1.3869905454645e-11,8.652264457821e-12
338080.086119,7.1612576827308e-11,2.0765741040743e-07,-1.3760332460481e-11,-9.3808562126191e-12,-8.233294476007e-12,-7.0133411411414e-12,8.2332945057849e-12,7.0133411407257e-12,1.3760332686636e-11,9.3808562575833e-12
405697.1033428,7.0841411549511e-11,2.3172717948372e-07,-1.3648920121546e-11,-1.0132620860474e-11,-8.2026684269855e-12,-7.3699775674562e-12,8.202668320261e-12,7.3699775675783e-12,1.3648920095665e-11,1.0132620878343e-11
486837.52401136,7.0081372596362e-11,2.5601862908204e-07,-1.3538572241949e-11,-1.0889622780027e-11,-8.1734583671472e-12,-7.7019646111489e-12,8.1734583534812e-12,7.7019646119143e-12,1.3538572215612e-11,1.0889622805904e-11
584206.02881363,6.9352109888398e-11,2.7973431899814e-07,-1.3432945622863e-11,-1.1628307686266e-11,-8.1464872070277e-12,-8.00103944716e-12,8.1464871899834e-12,8.0010394486888e-12,1.3432945568306e-11,1.1628307720101e-11
701048.23457636,6.8680506636668e-11,3.0198747932146e-07,-1.3335635625843e-11,-1.2321473261769e-11,-8.1226311096591e-12,-8.2599766639342e-12,8.1226311008251e-12,8.2599766662957e-12,1.3335635562667e-11,1.2321473293394e-11
841258.88149163,6.8089790415192e-11,3.2189356066302e-07,-1.3250016638791e-11,-1.2941578715859e-11,-8.1025461963759e-12,-8.4736078527859e-12,8.1025461874414e-12,8.4736078559511e-12,1.3250016561602e-11,1.2941578729856e-11
1009511.65779,6.7598186757663e-11,3.3869807161083e-07,-1.3178742228565e-11,-1.3465031980214e-11,-8.0866095902779e-12,-8.6397708000548e-12,8.0866095867838e-12,8.6397708036135e-12,1.3178742183999e-11,1.3465031975464e-11
1211414.9893479,6.721586724736e-11,3.5191361548555e-07,-1.3123298507578e-11,-1.387662389633e-11,-8.0748497821754e-12,-8.7599228261278e-12,8.0748497730013e-12,8.7599228295633e-12,1.3123298483144e-11,1.3876623852041e-11
1453698.9872175,6.6942728434999e-11,3.6142889102382e-07,-1.3083679923462e-11,-1.4172924451903e-11,-8.0669284977746e-12,-8.8391494776088e-12,8.0669284918636e-12,8.8391494803499e-12,1.3083679921279e-11,1.4172924418998e-11
1744439.784661,6.676789394135e-11,3.6754646839722e-07,-1.3058315940021e-11,-1.436340152614e-11,-8.0621930389221e-12,-8.8854177293465e-12,8.062193032755e-12,8.88541773127e-12,1.3058315941483e-11,1.4363401507712e-11
2093328.7415933,6.667163473208e-11,3.7091882336797e-07,-1.3044349103909e-11,-1.4468397735031e-11,-8.0598001294781e-12,-8.9081512632009e-12,8.0598001266315e-12,8.9081512644998e-12,1.3044349104131e-11,1.4468397730317e-11
2511995.4899119,6.6629632794342e-11,3.7238738703403e-07,-1.303825382002e-11,-1.4514120125413e-11,-8.0588844510731e-12,-8.9164846184522e-12,8.0588844499659e-12,8.9164846193584e-12,1.3038253819807e-11,1.4514120125802e-11
3014395.5878943,6.6618434417751e-11,3.7277542370923e-07,-1.3036628216031e-11,-1.4526201686072e-11,-8.0587199106063e-12,-8.9177473337249e-12,8.0587199103207e-12,8.9177473343133e-12,1.3036628215955e-11,1.4526201686814e-11
3617275.7054731,6.6620087067253e-11,3.7271460538698e-07,-1.3036867674956e-11,-1.452430851119e-11,-8.0588175306328e-12,-8.9166818507782e-12,8.0588175306136e-12,8.9166818510555e-12,1.3036867674959e-11,1.4524308511467e-11
