"K0","K0_dist","source_i","source_v","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9.037e-15,4.1314e-19,4.1314e-19,4.3379e-19,1,2367.5,2367.5,0,0
9.037e-15,3.9504e-19,3.9861e-19,4.1854e-19,1,2370,2370,0,0
9.037e-15,3.7773e-19,3.7773e-19,3.9662e-19,1,2372.5,2372.5,0,0
9.037e-15,3.6111e-19,3.6439e-19,3.8261e-19,1,2375,2375,0,0
9.037e-15,3.4522e-19,3.4522e-19,3.6248e-19,1,2377.5,2377.5,0,0
9.037e-15,3.2997e-19,3.3297e-19,3.4962e-19,1,2380,2380,0,0
9.037e-15,3.1538e-19,3.1538e-19,3.3115e-19,1,2382.5,2382.5,0,0
9.037e-15,3.0139e-19,3.0415e-19,3.1935e-19,1,2385,2385,0,0
9.037e-15,2.8801e-19,2.8801e-19,3.0241e-19,1,2387.5,2387.5,0,0
9.037e-15,2.7517e-19,2.777e-19,2.9159e-19,1,2390,2390,0,0
9.037e-15,2.629e-19,2.629e-19,2.7605e-19,1,2392.5,2392.5,0,0
9.037e-15,2.5113e-19,2.5346e-19,2.6613e-19,1,2395,2395,0,0
9.037e-15,2.3989e-19,2.3989e-19,2.5188e-19,1,2397.5,2397.5,0,0
9.037e-15,2.2911e-19,2.3123e-19,2.428e-19,1,2400,2400,0,0
9.037e-15,2.188e-19,2.188e-19,2.2975e-19,1,2402.5,2402.5,0,0
9.037e-15,2.0893e-19,2.1088e-19,2.2142e-19,1,2405,2405,0,0
9.037e-15,1.9949e-19,1.9949e-19,2.0947e-19,1,2407.5,2407.5,0,0
9.037e-15,1.9045e-19,1.9223e-19,2.0184e-19,1,2410,2410,0,0
9.037e-15,1.8181e-19,1.8181e-19,1.909e-19,1,2412.5,2412.5,0,0
9.037e-15,1.7354e-19,1.7517e-19,1.8393e-19,1,2415,2415,0,0
9.037e-15,1.6563e-19,1.6563e-19,1.7392e-19,1,2417.5,2417.5,0,0
9.037e-15,1.5806e-19,1.5956e-19,1.6753e-19,1,2420,2420,0,0
9.037e-15,1.5083e-19,1.5083e-19,1.5838e-19,1,2422.5,2422.5,0,0
9.037e-15,1.4391e-19,1.4528e-19,1.5254e-19,1,2425,2425,0,0
9.037e-15,1.373e-19,1.373e-19,1.4417e-19,1,2427.5,2427.5,0,0
9.037e-15,1.3097e-19,1.3222e-19,1.3883e-19,1,2430,2430,0,0
9.037e-15,1.2493e-19,1.2493e-19,1.3118e-19,1,2432.5,2432.5,0,0
9.037e-15,1.1915e-19,1.2029e-19,1.2631e-19,1,2435,2435,0,0
9.037e-15,1.1363e-19,1.1363e-19,1.1932e-19,1,2437.5,2437.5,0,0
9.037e-15,1.0835e-19,1.0939e-19,1.1486e-19,1,2440,2440,0,0
9.037e-15,1.0332e-19,1.0332e-19,1.0848e-19,1,2442.5,2442.5,0,0
9.037e-15,9.8493e-20,9.9444e-20,1.0442e-19,1,2445,2445,0,0
9.037e-15,9.3896e-20,9.3896e-20,9.859e-20,1,2447.5,2447.5,0,0
9.037e-15,8.9496e-20,9.0363e-20,9.4881e-20,1,2450,2450,0,0
9.037e-15,8.5301e-20,8.5301e-20,8.9566e-20,1,2452.5,2452.5,0,0
9.037e-15,8.1287e-20,8.2078e-20,8.6182e-20,1,2455,2455,0,0
9.037e-15,7.7462e-20,7.7462e-20,8.1335e-20,1,2457.5,2457.5,0,0
9.037e-15,7.3802e-20,7.4523e-20,7.825e-20,1,2460,2460,0,0
9.037e-15,7.0315e-20,7.0315e-20,7.3831e-20,1,2462.5,2462.5,0,0
9.037e-15,6.698e-20,6.7637e-20,7.1019e-20,1,2465,2465,0,0
9.037e-15,6.3802e-20,6.3802e-20,6.6992e-20,1,2467.5,2467.5,0,0
9.037e-15,6.0764e-20,6.1362e-20,6.443e-20,1,2470,2470,0,0
9.037e-15,5.7869e-20,5.7869e-20,6.0763e-20,1,2472.5,2472.5,0,0
9.037e-15,5.5102e-20,5.5647e-20,5.843e-20,1,2475,2475,0,0
9.037e-15,5.2467e-20,5.2467e-20,5.509e-20,1,2477.5,2477.5,0,0
9.037e-15,4.9948e-20,5.0445e-20,5.2967e-20,1,2480,2480,0,0
9.037e-15,4.755e-20,4.755e-20,4.9928e-20,1,2482.5,2482.5,0,0
9.037e-15,4.5258e-20,4.571e-20,4.7995e-20,1,2485,2485,0,0
9.037e-15,4.3077e-20,4.3077e-20,4.5231e-20,1,2487.5,2487.5,0,0
9.037e-15,4.0993e-20,4.1403e-20,4.3473e-20,1,2490,2490,0,0
9.037e-15,3.9009e-20,3.9009e-20,4.0959e-20,1,2492.5,2492.5,0,0
9.037e-15,3.7114e-20,3.7487e-20,3.9361e-20,1,2495,2495,0,0
9.037e-15,3.5311e-20,3.5311e-20,3.7076e-20,1,2497.5,2497.5,0,0
9.037e-15,3.3589e-20,3.3928e-20,3.5624e-20,1,2500,2500,0,0
