time,mass
10.4,0.48753841225568
10.5,0.4841823161823
10.6,0.48084932265955
10.7,0.47753927265507
10.8,0.47425200823127
10.9,0.47098737253774
11,0.46774520980378
11.1,0.46452536533101
11.2,0.46132768548592
11.3,0.45815201769261
11.4,0.45499821042545
11.5,0.45186611320189
11.6,0.44875557657525
11.7,0.44566645212763
11.8,0.44259859246278
11.9,0.4395518511991
12,0.43652608296264
12.1,0.43352114338017
12.2,0.43053688907229
12.3,0.42757317764661
12.4,0.4246298676909
12.5,0.42170681876639
12.6,0.41880389140107
12.7,0.41592094708301
12.8,0.41305784825376
12.9,0.41021445830179
13,0.40739064155599
13.1,0.40458626327914
13.2,0.40180118966154
13.3,0.39903528781462
13.4,0.39628842576455
13.5,0.39356047244599
13.6,0.39085129769584
13.7,0.38816077224697
13.8,0.38548876772213
13.9,0.38283515662778
14,0.38019981234799
14.1,0.37758260913847
14.2,0.37498342212047
14.3,0.37240212727493
14.4,0.36983860143645
14.5,0.36729272228751
14.6,0.36476436835259
14.7,0.36225341899237
14.8,0.35975975439797
14.9,0.35728325558527
15,0.35482380438919
15.1,0.35238128345808
15.2,0.34995557624811
15.3,0.3475465670177
15.4,0.345154140822
15.5,0.34277818350745
15.6,0.34041858170625
15.7,0.33807522283103
15.8,0.33574799506942
15.9,0.33343678737876
16,0.33114148948076
16.1,0.32886199185628
16.2,0.32659818574006
16.3,0.32434996311558
16.4,0.32211721670986
16.5,0.31989983998837
16.6,0.31769772714993
16.7,0.31551077312167
16.8,0.31333887355404
16.9,0.31118192481577
17,0.30903982398898
17.1,0.30691246886426
17.2,0.30479975793578
17.3,0.30270159039644
17.4,0.30061786613308
17.5,0.2985484857217
17.6,0.2964933504227
17.7,0.29445236217618
17.8,0.29242542359728
17.9,0.29041243797149
18,0.28841330925006
18.1,0.28642794204544
18.2,0.28445624162668
18.3,0.28249811391494
18.4,0.28055346547901
18.5,0.27862220353083
18.6,0.27670423592105
18.7,0.27479947113469
18.8,0.27290781828671
18.9,0.27102918711771
19,0.26916348798962
19.1,0.26731063188139
19.2,0.26547053038482
19.3,0.26364309570023
19.4,0.26182824063238
19.5,0.26002587858623
19.6,0.25823592356287
19.7,0.25645829015534
19.8,0.25469289354465
19.9,0.25293964949566
20,0.25119847435307
20.1,0.24946928503747
20.2,0.24775199904134
20.3,0.24604653442511
20.4,0.24435280981327
20.5,0.24267074439048
20.6,0.24100025789773
20.7,0.23934127062845
20.8,0.23769370342479
20.9,0.2360574776738
21,0.23443251530366
21.1,0.23281873877999
21.2,0.23121607110214
21.3,0.22962443579952
21.4,0.22804375692794
21.5,0.22647395906597
21.6,0.2249149673114
21.7,0.22336670727759
21.8,0.22182910509
21.9,0.2203020873826
22,0.21878558129438
22.1,0.21727951446593
22.2,0.2157838150359
22.3,0.21429841163765
22.4,0.2128232333958
22.5,0.21135820992284
22.6,0.20990327131581
22.7,0.20845834815295
22.8,0.20702337149036
22.9,0.20559827285876
23,0.20418298426018
23.1,0.20277743816473
23.2,0.20138156750739
23.3,0.19999530568478
23.4,0.19861858655203
23.5,0.19725134441957
23.6,0.19589351405003
23.7,0.19454503065513
23.8,0.19320582989255
23.9,0.19187584786292
24,0.1905550211067
24.1,0.18924328660123
24.2,0.18794058175765
24.3,0.18664684441796
24.4,0.18536201285205
24.5,0.18408602575473
24.6,0.18281882224282
24.7,0.18156034185226
24.8,0.18031052453519
24.9,0.17906931065712
25,0.17783664099407
25.1,0.17661245672973
25.2,0.17539669945268
25.3,0.17418931115358
25.4,0.17299023422243
25.5,0.17179941144577
25.6,0.17061678600403
25.7,0.16944230146872
25.8,0.16827590179984
25.9,0.16711753134311
26,0.1659671348274
26.1,0.16482465736203
26.2,0.16369004443418
26.3,0.16256324190628
26.4,0.16144419601343
26.5,0.16033285336085
26.6,0.1592291609213
26.7,0.15813306603256
26.8,0.15704451639495
26.9,0.15596346006878
27,0.15488984547192
27.1,0.1538236213773
27.2,0.15276473691052
27.3,0.15171314154735
27.4,0.15066878511136
27.5,0.14963161777156
27.6,0.14860159003993
27.7,0.14757865276915
27.8,0.14656275715021
27.9,0.1455538547101
28,0.14455189730945
28.1,0.14355683714031
28.2,0.14256862672381
28.3,0.14158721890792
28.4,0.14061256686518
28.5,0.1396446240905
28.6,0.13868334439889
28.7,0.13772868192332
28.8,0.13678059111247
28.9,0.1358390267286
29,0.13490394384537
29.1,0.13397529784571
29.2,0.13305304441967
29.3,0.13213713956232
29.4,0.13122753957166
29.5,0.13032420104652
29.6,0.12942708088449
29.7,0.12853613627986
29.8,0.12765132472161
29.9,0.12677260399132
30,0.12589993216122
30.1,0.12503326759214
30.2,0.12417256893157
30.3,0.12331779511162
30.4,0.12246890534715
30.5,0.12162585913373
30.6,0.12078861624579
30.7,0.11995713673463
30.8,0.11913138092658
30.9,0.11831130942104
31,0.11749688308867
31.1,0.11668806306945
31.2,0.1158848107709
31.3,0.11508708786617
31.4,0.11429485629225
31.5,0.11350807824817
31.6,0.11272671619314
31.7,0.11195073284481
31.8,0.11118009117747
31.9,0.11041475442028
32,0.10965468605554
32.1,0.1088998498169
32.2,0.10815020968768
32.3,0.10740572989912
32.4,0.1066663749287
32.5,0.10593210949841
32.6,0.10520289857308
32.7,0.10447870735874
32.8,0.10375950130091
32.9,0.10304524608298
33,0.10233590762458
33.1,0.10163145207993
33.2,0.10093184583623
33.3,0.10023705551207
33.4,0.099547047955836
33.5,0.098861790244109
33.6,0.098181249680113
33.7,0.097505393792149
33.8,0.096834190332045
33.9,0.096167607273617
34,0.095505612811141
34.1,0.094848175357836
34.2,0.094195263544358
34.3,0.0935468462173
34.4,0.09290289243771
34.5,0.09226337147961
34.6,0.091628252828533
34.7,0.090997506180067
34.8,0.090371101438406
34.9,0.089749008714919
35,0.089131198326718
35.1,0.088517640795249
35.2,0.087908306844876
35.3,0.087303167401493
35.4,0.086702193591133
35.5,0.086105356738589
35.6,0.085512628366048
35.7,0.08492398019173
35.8,0.084339384128542
35.9,0.083758812282734
36,0.083182236952571
36.1,0.08260963062701
36.2,0.082040965984385
36.3,0.08147621589111
36.4,0.080915353400375
36.5,0.08035835175087
36.6,0.0798051843655
36.7,0.079255824850123
36.8,0.078710246992284
36.9,0.078168424759973
37,0.077630332300374
37.1,0.077095943938638
37.2,0.076565234176654
37.3,0.076038177691834
37.4,0.075514749335906
37.5,0.07499492413371
37.6,0.074478677282012
37.7,0.073965984148315
37.8,0.073456820269687
37.9,0.072951161351594
38,0.072448983266736
38.1,0.071950262053905
38.2,0.071454973916831
38.3,0.070963095223054
38.4,0.070474602502796
38.5,0.069989472447835
38.6,0.069507681910401
38.7,0.069029207902066
38.8,0.068554027592647
38.9,0.068082118309123
39,0.067613457534543
39.1,0.067148022906962
39.2,0.066685792218367
39.3,0.066226743413619
39.4,0.065770854589403
39.5,0.065318103993179
39.6,0.064868470022149
39.7,0.06442193122222
39.8,0.063978466286987
39.9,0.06353805405671
40,0.063100673517311
40.1,0.062666303799365
40.2,0.062234924177108
40.3,0.061806514067448
40.4,0.06138105302898
40.5,0.060958520761014
40.6,0.060538897102606
40.7,0.060122162031592
40.8,0.05970829566364
40.9,0.059297278251293
41,0.058889090183032
41.1,0.05848371198234
41.2,0.05808112430677
41.3,0.057681307947026
41.4,0.057284243826041
41.5,0.056889912998072
41.6,0.056498296647794
41.7,0.056109376089401
41.8,0.055723132765716
41.9,0.055339548247305
42,0.054958604231599
42.1,0.054580282542018
42.2,0.054204565127105
42.3,0.053831434059666
42.4,0.053460871535912
42.5,0.053092859874613
42.6,0.05272738151625
42.7,0.052364419022182
42.8,0.052003955073808
42.9,0.051645972471748
43,0.051290454135015
43.1,0.050937383100205
43.2,0.050586742520686
43.3,0.050238515665794
43.4,0.049892685920034
43.5,0.049549236782289
43.6,0.049208151865031
43.7,0.048869414893541
43.8,0.048533009705129
43.9,0.048198920248367
44,0.047867130582321
44.1,0.04753762487579
44.2,0.04721038740655
44.3,0.046885402560607
44.4,0.04656265483145
44.5,0.046242128819308
44.6,0.045923809230422
44.7,0.045607680876309
44.8,0.045293728673042
44.9,0.044981937640526
45,0.044672292901786
45.1,0.044364779682257
45.2,0.044059383309078
45.3,0.043756089210393
45.4,0.043454882914655
45.5,0.043155750049934
45.6,0.042858676343236
45.7,0.042563647619816
45.8,0.042270649802506
45.9,0.041979668911041
46,0.041690691061393
46.1,0.041403702465109
46.2,0.041118689428652
46.3,0.040835638352746
46.4,0.040554535731733
46.5,0.040275368152921
46.6,0.03999812229595
46.7,0.039722784932153
46.8,0.039449342923927
46.9,0.039177783224103
47,0.038908092875328
47.1,0.038640259009443
47.2,0.038374268846871
47.3,0.038110109696005
47.4,0.037847768952606
47.5,0.037587234099197
47.6,0.03732849270447
47.7,0.037071532422692
47.8,0.036816340993114
47.9,0.036562906239385
48,0.036311216068976
48.1,0.036061258472599
48.2,0.035813021523635
48.3,0.035566493377564
48.4,0.035321662271403
48.5,0.035078516523141
48.6,0.034837044531183
48.7,0.034597234773797
48.8,0.034359075808564
48.9,0.034122556271831
49,0.03388766487817
49.1,0.033654390419841
49.2,0.033422721766252
49.3,0.033192647863433
49.4,0.032964157733508
49.5,0.032737240474169
49.6,0.032511885258155
49.7,0.032288081332741
49.8,0.032065818019217
49.9,0.031845084712386
50,0.031625870880054
50.1,0.031408166062526
50.2,0.031191959872111
50.3,0.030977241992624
50.4,0.030764002178894
50.5,0.030552230256275
50.6,0.03034191612016
50.7,0.030133049735502
50.8,0.029925621136331
50.9,0.02971962042528
51,0.029515037773115
51.1,0.029311863418262
51.2,0.029110087666344
51.3,0.028909700889719
51.4,0.028710693527017
51.5,0.028513056082689
51.6,0.028316779126548
51.7,0.028121853293324
51.8,0.027928269282215
51.9,0.027736017856444
52,0.027545089842816
52.1,0.027355476131283
52.2,0.02716716767451
52.3,0.026980155487438
52.4,0.026794430646862
52.5,0.026609984291002
52.6,0.026426807619079
52.7,0.026244891890896
52.8,0.026064228426424
52.9,0.025884808605382
53,0.025706623866832
53.1,0.025529665708766
53.2,0.0253539256877
53.3,0.025179395418277
53.4,0.025006066572858
53.5,0.024833930881134
53.6,0.024662980129722
53.7,0.024493206161783
53.8,0.024324600876625
53.9,0.024157156229318
54,0.023990864230314
54.1,0.023825716945061
54.200000000001,0.023661706493628
54.300000000001,0.023498825050327
54.400000000001,0.02333706484334
54.500000000001,0.023176418154349
54.600000000001,0.023016877318165
54.700000000001,0.022858434722367
54.800000000001,0.022701082806934
54.900000000001,0.022544814063888
55.000000000001,0.022389621036933
55.100000000001,0.0222354963211
55.200000000001,0.022082432562395
55.300000000001,0.021930422457446
55.400000000001,0.021779458753157
55.500000000001,0.021629534246361
55.600000000001,0.021480641783473
55.700000000001,0.021332774260153
55.800000000001,0.021185924620968
55.900000000001,0.021040085859048
56.000000000001,0.020895251015762
56.100000000001,0.020751413180376
56.200000000001,0.02060856548973
56.300000000001,0.020466701127908
56.400000000001,0.020325813325914
56.500000000001,0.020185895361346
56.600000000001,0.020046940558079
56.700000000001,0.019908942285945
56.800000000001,0.019771893960415
56.900000000001,0.019635789042288
57.000000000001,0.019500621037376
57.100000000001,0.019366383496196
57.200000000001,0.019233070013661
57.300000000001,0.019100674228777
57.400000000001,0.018969189824334
57.500000000001,0.018838610526613
57.600000000001,0.018708930105076
57.700000000001,0.01858014237208
57.800000000001,0.018452241182573
57.900000000001,0.018325220433805
58.000000000001,0.018199074065035
58.100000000001,0.018073796057245
58.200000000001,0.017949380432846
58.300000000001,0.017825821255403
58.400000000001,0.017703112629342
58.500000000001,0.017581248699673
58.600000000001,0.017460223651711
58.700000000001,0.0173400317108
58.800000000001,0.017220667142031
58.900000000001,0.017102124249977
59.000000000001,0.016984397378414
59.100000000001,0.016867480910054
59.200000000001,0.01675136926628
59.300000000001,0.016636056906874
59.400000000001,0.016521538329756
59.500000000001,0.016407808070722
59.600000000001,0.016294860703182
59.700000000001,0.0161826908379
59.800000000001,0.016071293122741
59.900000000001,0.015960662242409
60.000000000001,0.0158507929182
60.100000000001,0.015741679907747
60.200000000001,0.015633318004769
60.300000000001,0.015525702038825
60.400000000001,0.015418826875065
60.500000000001,0.015312687413987
60.600000000001,0.015207278591192
60.700000000001,0.015102595377144
60.800000000001,0.014998632776929
60.900000000001,0.014895385830014
61.000000000001,0.014792849610018
61.100000000001,0.014691019224468
61.200000000001,0.014589889814572
61.300000000001,0.014489456554983
61.400000000001,0.014389714653571
61.500000000001,0.014290659351195
61.600000000001,0.014192285921473
61.700000000001,0.01409458967056
61.800000000001,0.013997565936922
61.900000000001,0.013901210091111
62.000000000001,0.013805517535552
62.100000000001,0.013710483704315
62.200000000001,0.013616104062901
62.300000000001,0.013522374108026
62.400000000001,0.013429289367407
62.500000000001,0.013336845399544
62.600000000001,0.013245037793514
62.700000000001,0.013153862168757
62.800000000001,0.013063314174866
62.900000000001,0.012973389491384
63.000000000001,0.012884083827592
63.100000000001,0.01279539292231
63.200000000001,0.012707312543688
63.300000000001,0.01261983848901
63.400000000001,0.01253296658449
63.500000000001,0.01244669268507
63.600000000001,0.01236101267423
63.700000000001,0.012275922463785
63.800000000001,0.012191417993691
63.900000000001,0.012107495231855
64.000000000001,0.012024150173938
64.100000000001,0.011941378843167
64.200000000001,0.011859177290143
64.300000000001,0.011777541592654
64.400000000001,0.011696467855489
64.500000000001,0.011615952210248
64.600000000001,0.011535990815164
64.700000000001,0.011456579854911
64.800000000001,0.01137771554043
64.900000000001,0.011299394108745
65.000000000001,0.011221611822782
65.100000000001,0.011144364971193
65.200000000001,0.011067649868178
65.300000000001,0.010991462853308
65.400000000001,0.010915800291353
65.500000000001,0.010840658572106
65.600000000001,0.010766034110213
65.700000000001,0.010691923345
65.800000000001,0.010618322740303
65.900000000001,0.010545228784301
66.000000000001,0.010472637989347
66.100000000001,0.010400546891804
66.200000000001,0.010328952051875
66.300000000001,0.010257850053444
66.400000000001,0.010187237503908
66.5,0.010117111034022
66.6,0.01004746729773
66.7,0.009978302972012
66.8,0.0099096147567215
66.9,0.0098413993744301
67,0.0097736535702701
67.1,0.0097063741117798
67.2,0.0096395577887487
67.3,0.0095732014130648
67.4,0.0095073018185621
67.5,0.00944185586087
67.6,0.0093768604172628
67.7,0.0093123123865108
67.8,0.0092482086887326
67.9,0.0091845462652479
68,0.0091213220784315
68.1,0.0090585331115686
68.2,0.0089961763687108
68.3,0.0089342488745328
68.4,0.008872747674191
68.5,0.0088116698331821
68.6,0.0087510124372032
68.7,0.0086907725920129
68.8,0.0086309474232927
68.9,0.0085715340765107
69,0.0085125297167846
69.1,0.0084539315287466
69.2,0.0083957367164097
69.3,0.0083379425030332
69.4,0.0082805461309913
69.5,0.0082235448616408
69.6,0.0081669359751907
69.7,0.0081107167705723
69.8,0.0080548845653106
69.9,0.0079994366953958
70,0.0079443705151568
70.1,0.0078896833971345
70.2,0.0078353727319567
70.3,0.0077814359282132
70.4,0.0077278704123329
70.5,0.00767467362846
70.6,0.0076218430383332
70.7,0.0075693761211634
70.8,0.0075172703735144
70.9,0.0074655233091828
71,0.0074141324590797
71.1,0.007363095371113
71.2,0.0073124096100698
71.3,0.007262072757501
71.4,0.0072120824116054
71.5,0.007162436187115
71.6,0.0071131317151818
71.7,0.007064166643264
71.8,0.0070155386350143
71.9,0.0069672453701683
72,0.0069192845444337
72.1,0.0068716538693803
72.2,0.006824351072331
72.3,0.0067773738962531
72.4,0.0067307200996511
72.5,0.006684387456459
72.6,0.0066383737559347
72.7,0.0065926768025544
72.8,0.0065472944159076
72.9,0.0065022244305933
73,0.0064574646961166
73.1,0.0064130130767859
73.2,0.0063688674516115
73.3,0.0063250257142039
73.4,0.0062814857726734
73.5,0.0062382455495304
73.6,0.0061953029815864
73.7,0.0061526560198553
73.8,0.0061103026294556
73.9,0.0060682407895135
74,0.0060264684930665
74.1,0.0059849837469675
74.2,0.0059437845717896
74.3,0.005902869001732
74.4,0.0058622350845258
74.5,0.0058218808813413
74.6,0.005781804466695
74.7,0.0057420039283579
74.8,0.0057024773672647
74.9,0.0056632228974224
75,0.005624238645821
75.1,0.0055855227523436
75.2,0.0055470733696781
75.3,0.0055088886632288
75.4,0.0054709668110288
75.5,0.0054333060036533
75.6,0.0053959044441332
75.7,0.005358760347869
75.8,0.0053218719425462
75.9,0.0052852374680506
76,0.0052488551763838
76.1,0.0052127233315806
76.2,0.0051768402096255
76.3,0.0051412040983709
76.4,0.005105813297455
76.5,0.0050706661182209
76.6,0.0050357608836363
76.7,0.0050010959282128
76.8,0.0049666695979271
76.9,0.0049324802501416
77,0.0048985262535263
77.1,0.0048648059879809
77.2,0.0048313178445575
77.3,0.0047980602253837
77.4,0.0047650315435866
77.5,0.0047322302232168
77.6,0.0046996546991735
77.7,0.0046673034171295
77.8,0.0046351748334574
77.9,0.0046032674151556
78,0.0045715796397755
78.1,0.0045401099953484
78.2,0.0045088569803139
78.3,0.0044778191034478
78.4,0.0044469948837912
78.5,0.0044163828505797
78.6,0.0043859815431734
78.7,0.0043557895109869
78.8,0.0043258053134204
78.9,0.0042960275197909
79,0.0042664547092638
79.1,0.0042370854707852
79.2,0.0042079184030144
79.3,0.0041789521142575
79.4,0.0041501852224005
79.5,0.0041216163548434
79.6,0.0040932441484351
79.7,0.004065067249408
79.8,0.0040370843133135
79.9,0.0040092940049578
80,0.0039816949983383
80.1,0.0039542859765804
80.2,0.0039270656318743
80.3,0.0039000326654131
80.4,0.0038731857873304
80.5,0.003846523716639
80.6,0.0038200451811696
80.7,0.0037937489175104
80.8,0.0037676336709464
80.9,0.0037416981954
81,0.003715941253371
81.1,0.0036903616158781
81.2,0.0036649580623999
81.3,0.0036397293808168
81.4,0.0036146743673531
81.5,0.0035897918265196
81.6,0.0035650805710566
81.7,0.0035405394218773
81.8,0.0035161672080112
81.9,0.0034919627665487
82,0.0034679249425853
82.1,0.0034440525891665
82.2,0.0034203445672333
82.3,0.0033967997455676
82.4,0.0033734170007385
82.5,0.0033501952170483
82.6,0.0033271332864796
82.7,0.0033042301086424
82.8,0.0032814845907213
82.9,0.0032588956474238
83,0.0032364622009282
83.1,0.0032141831808323
83.2,0.0031920575241021
83.3,0.0031700841750216
83.4,0.0031482620851418
83.5,0.0031265902132312
83.6,0.0031050675252256
83.7,0.0030836929941793
83.8,0.0030624656002158
83.9,0.0030413843304791
84,0.0030204481790856
84.099999999999,0.0029996561470756
84.199999999999,0.0029790072423665
84.299999999999,0.0029585004797046
84.399999999999,0.0029381348806186
84.499999999999,0.0029179094733726
84.599999999999,0.0028978232929201
84.699999999999,0.0028778753808577
84.799999999999,0.0028580647853793
84.899999999999,0.0028383905612309
84.999999999999,0.0028188517696653
85.099999999999,0.0027994474783975
85.199999999999,0.0027801767615602
85.299999999999,0.0027610386996594
85.399999999999,0.0027420323795306
85.499999999999,0.0027231568942956
85.599999999999,0.0027044113433187
85.699999999999,0.0026857948321639
85.799999999999,0.0026673064725525
85.899999999999,0.0026489453823204
85.999999999999,0.0026307106853761
86.099999999999,0.0026126015116588
86.199999999999,0.0025946169970971
86.299999999999,0.0025767562835676
86.399999999999,0.0025590185188542
86.499999999999,0.002541402856607
86.599999999999,0.0025239084563022
86.699999999999,0.0025065344832022
86.799999999999,0.0024892801083151
86.899999999999,0.0024721445083561
86.999999999999,0.0024551268657073
87.099999999999,0.0024382263683792
87.199999999999,0.002421442209972
87.299999999999,0.0024047735896365
87.399999999999,0.002388219712037
87.499999999999,0.0023717797873122
87.599999999999,0.0023554530310381
87.699999999999,0.0023392386641907
87.799999999999,0.0023231359131085
87.899999999999,0.0023071440094555
87.999999999999,0.002291262190185
88.099999999999,0.0022754896975028
88.199999999999,0.0022598257788313
88.299999999999,0.0022442696867733
88.399999999999,0.0022288206790766
88.499999999999,0.0022134780185983
88.599999999999,0.0021982409732702
88.699999999999,0.0021831088160631
88.799999999999,0.0021680808249527
88.899999999999,0.0021531562828849
88.999999999999,0.0021383344777415
89.099999999999,0.0021236147023065
89.199999999999,0.0021089962542322
89.299999999999,0.0020944784360056
89.399999999999,0.0020800605549153
89.499999999999,0.0020657419230182
89.599999999999,0.0020515218571071
89.699999999999,0.0020373996786777
89.799999999999,0.0020233747138961
89.899999999999,0.0020094462935674
89.999999999999,0.0019956137531029
90.099999999999,0.001981876432489
90.199999999999,0.0019682336762552
90.299999999999,0.0019546848334433
90.399999999999,0.0019412292575763
90.499999999999,0.0019278663066269
90.599999999999,0.0019145953429879
90.699999999999,0.0019014157334408
90.799999999999,0.0018883268491264
90.899999999999,0.001875328065514
90.999999999999,0.0018624187623724
91.099999999999,0.0018495983237397
91.199999999999,0.0018368661378943
91.299999999999,0.0018242215973253
91.399999999999,0.0018116640987039
91.499999999999,0.0017991930428545
91.599999999999,0.0017868078347261
91.699999999999,0.0017745078833638
91.799999999999,0.0017622926018806
91.899999999999,0.0017501614074298
91.999999999999,0.0017381137211765
92.099999999999,0.0017261489682707
92.199999999999,0.0017142665778193
92.299999999999,0.0017024659828591
92.399999999999,0.0016907466203299
92.499999999999,0.0016791079310473
92.599999999999,0.0016675493596763
92.699999999999,0.0016560703547046
92.799999999999,0.0016446703684164
92.899999999999,0.0016333488568663
92.999999999999,0.0016221052798533
